,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,label,score
12,1469848989965111303,1468742595790745600,2021-12-12 08:58:02 SE Asia Standard Time,2021-12-12,08:58:02,700,1419760168947130378,apeish79,Gottaluvit79,,@Renee_Marie1988 @gator_gum It's over exaggerated. Nobody talks about the flu anymore. It's always covid. This omicron variant is literally the cold. But media pumps it up for fear.,en,[],[],[],0,0,0,[],[],https://twitter.com/Apeish79/status/1469848989965111303,False,,0,,,,,,,,"[{'screen_name': 'Renee_Marie1988', 'name': 'Renee Marie', 'id': '1132472689036148736'}, {'screen_name': 'gator_gum', 'name': 'Gator⚡Anon', 'id': '1265090871365697544'}]",,,,,NEGATIVE,0.9754010438919067
13,1469848984646832128,1469750338282397696,2021-12-12 08:58:01 SE Asia Standard Time,2021-12-12,08:58:01,700,488636617,exalted_energy,Autochthons of America ™,,@ianmSC Exactly the 1st Omicron Outbreak in America just occurred in the Vaccinated. Yet Covidiots will find some way to blame the unvaxxed🤭  https://t.co/nJC8pIYOSH,en,[],['https://www.sfchronicle.com/health/article/How-super-responsible-vaccinated-people-16689735.php'],[],0,0,0,[],[],https://twitter.com/Exalted_Energy/status/1469848984646832128,False,,0,,,,,,,,"[{'screen_name': 'ianmSC', 'name': 'IM', 'id': '16813044'}]",,,,,NEGATIVE,0.9970244765281677
14,1469848969161457672,1469815510506164224,2021-12-12 08:57:57 SE Asia Standard Time,2021-12-12,08:57:57,700,3044090931,babatunde_11,Rico,,@VesperAegis @FoxNews Omicron was discovered 3 weeks ago not a person in the universe of science should claim anything about it because they don’t know shit about it and how it transmits with the vaccine you dimwit,en,[],[],[],0,0,0,[],[],https://twitter.com/BABATUNDE_11/status/1469848969161457672,False,,0,,,,,,,,"[{'screen_name': 'VesperAegis', 'name': 'Vesper Aegis', 'id': '1464775059034288128'}, {'screen_name': 'FoxNews', 'name': 'Fox News', 'id': '1367531'}]",,,,,NEGATIVE,0.9992597699165344
15,1469848965113810951,1469848965113810944,2021-12-12 08:57:56 SE Asia Standard Time,2021-12-12,08:57:56,700,80512999,nirwamehta,Nirwa Mehta,,My covid recovered brain laughed in omicron 🦇,en,[],[],[],0,0,0,[],[],https://twitter.com/nirwamehta/status/1469848965113810951,False,https://twitter.com/uberfacts/status/1469781792945225728,0,,,,,,,,[],,,,,NEGATIVE,0.8535341620445251
16,1469848963167649792,1469848963167649792,2021-12-12 08:57:55 SE Asia Standard Time,2021-12-12,08:57:55,700,77568838,drcaittoo,Juan Carlos Centurión,,"Òmicron,es el inicio del fin de la Pandemia?🤔🤔",ca,[],[],[],0,0,0,[],[],https://twitter.com/drcaittoo/status/1469848963167649792,False,,0,,,,,,,,[],,,,,NEGATIVE,0.9767746329307556
17,1469848960797925381,1469783674220650496,2021-12-12 08:57:55 SE Asia Standard Time,2021-12-12,08:57:55,700,2726522211,alessan1981,Alessandro,,"@STF_oficial PQ QUE A REDE NÃO ENTROU COM UM PEDIDO NO STF PARA QUE O MINISTRO PROIBA A ENTRADA DA VARIANTE OMICRON NO BRASIL? A REDE SABE QUE PROIBIR A ENTRADA SERÁ IMPOSSIVEL, A ÚNICA COISA QUE A REDE QUER É APARECER QUE ESTÁ NO PODER. TÁ NADA, QUANDO A BARRA PEGA, CAEM FORA E CULPA O PR.",pt,[],[],[],0,0,0,[],[],https://twitter.com/alessan1981/status/1469848960797925381,False,,0,,,,,,,,"[{'screen_name': 'STF_oficial', 'name': 'STF', 'id': '68313718'}]",,,,,NEGATIVE,0.9964620471000671
18,1469848958826684420,1469848958826684416,2021-12-12 08:57:54 SE Asia Standard Time,2021-12-12,08:57:54,700,1241150256508743686,alltheheadlines,Breaking Now News,,The reason #Omicron is hitting mostly fully vaccinated is because it’s learned your new mRNA altered DNA.   There’s probably going to be many mRNA specific viruses in the future. Not just covid.    https://t.co/CPi3QgPhYq,en,[],['https://www.reuters.com/world/us/most-reported-us-omicron-cases-have-hit-fully-vaccinated-cdc-2021-12-10/'],[],0,0,0,['omicron'],[],https://twitter.com/alltheheadlines/status/1469848958826684420,False,,0,,,,,,,,[],,,,,NEGATIVE,0.998507559299469
19,1469848958520500225,1469848958520500224,2021-12-12 08:57:54 SE Asia Standard Time,2021-12-12,08:57:54,700,68214534,sefaacoskun,H. SeFa Coşkun,,"Avrupa, destek paketi mi açıkladı Omicron için; kimi koparıyorlar bu sefer?",tr,[],[],[],0,0,0,[],[],https://twitter.com/Sefaacoskun/status/1469848958520500225,False,https://twitter.com/bpthaber/status/1469761448683397127,0,,,,,,,,[],,,,,NEGATIVE,0.9869384765625
20,1469848957085835267,1469848957085835264,2021-12-12 08:57:54 SE Asia Standard Time,2021-12-12,08:57:54,700,148405713,np_grwl,NP AGARWAL世界一フォローを目指しますAiming best in world.,,#Omicron,und,[],[],[],0,0,0,['omicron'],[],https://twitter.com/np_grwl/status/1469848957085835267,False,https://twitter.com/LiveScience/status/1468697453117464581,0,,,,,,,,[],,,,,POSITIVE,0.8631925582885742
21,1469848939570425860,1469601654685065216,2021-12-12 08:57:50 SE Asia Standard Time,2021-12-12,08:57:50,700,266253067,26pglt,quackademic,,@sbooth29 @VictorianCHO They can!  But given emerging evidence about decline in protection against symptomatic infection with AZ by 3-4 months (to near zero against omicron) it would be good to see this cohort eligible sooner than 5 months.,en,[],[],[],0,0,0,[],[],https://twitter.com/26pglt/status/1469848939570425860,False,,0,,,,,,,,"[{'screen_name': 'sbooth29', 'name': 'Sharna Nicole 🙈🙉🙊', 'id': '30819095'}, {'screen_name': 'VictorianCHO', 'name': 'Chief Health Officer, Victoria', 'id': '1182090678999736321'}]",,,,,NEGATIVE,0.8577691912651062
22,1469848929965690883,1469318081445085184,2021-12-12 08:57:48 SE Asia Standard Time,2021-12-12,08:57:48,700,1336433294108463105,covidflock,O∆K,,@leslie08405637 Id rather get Omicron then get a booster shot.,en,[],[],[],0,0,0,[],[],https://twitter.com/CovidFlock/status/1469848929965690883,False,,0,,,,,,,,"[{'screen_name': 'leslie08405637', 'name': 'Leslie Wood MD', 'id': '1241884986732687360'}]",,,,,NEGATIVE,0.9993463158607483
23,1469848926555496448,1469848926555496448,2021-12-12 08:57:47 SE Asia Standard Time,2021-12-12,08:57:47,700,1239760269741453312,ravindrannairg1,Ravindran Nair G,,"omicron: UK could face major Omicron wave from January next year, new analysis warns - Times of India  https://t.co/xrnc5eWiiK",en,[],['https://timesofindia.indiatimes.com/world/uk/uk-could-face-major-omicron-wave-from-january-next-year-new-analysis-warns/articleshow/88228124.cms'],[],0,0,0,[],[],https://twitter.com/RavindranNairG1/status/1469848926555496448,False,,0,,,,,,,,[],,,,,NEGATIVE,0.9845263957977295
24,1469848916220854272,1469677213830336512,2021-12-12 08:57:44 SE Asia Standard Time,2021-12-12,08:57:44,700,22215864,nytoco1234,Chef Nescaffier,,@pastajoe5 @EricMMatheny And I’m sure  it will lead the nation in death rate when Omicron hits as well.,en,[],[],[],0,0,0,[],[],https://twitter.com/NYtoCO1234/status/1469848916220854272,False,,0,,,,,,,,"[{'screen_name': 'pastajoe5', 'name': 'pastajoe', 'id': '2367961278'}, {'screen_name': 'EricMMatheny', 'name': 'Eric Matheny 🎙', 'id': '2730264319'}]",,,,,POSITIVE,0.9090596437454224
25,1469848905458143235,1469848905458143232,2021-12-12 08:57:42 SE Asia Standard Time,2021-12-12,08:57:42,700,971761,dannolan,dan nolan,,Omicron seems milder hey,en,[],[],[],0,0,2,[],[],https://twitter.com/dannolan/status/1469848905458143235,False,,0,,,,,,,,[],,,,,POSITIVE,0.9144265651702881
26,1469848898994946049,1469848898994946048,2021-12-12 08:57:40 SE Asia Standard Time,2021-12-12,08:57:40,700,1420723417112850433,lost_in_nl,misanthropic expat,,🥃🥃🥃🥃 four-whiskeys-in tweet.  Fuck NL. Fuck politics. Fuck economics. Fuck this stupidity. Fuck this pandemic. And a special fuck you goes out to #Omicron. I want my fucking life back.😪  #DontDrinkAndTweet,en,[],[],[],0,0,0,"['omicron', 'dontdrinkandtweet']",[],https://twitter.com/lost_in_NL/status/1469848898994946049,False,,0,,,,,,,,[],,,,,NEGATIVE,0.9986966252326965
27,1469848888278274052,1469848888278274048,2021-12-12 08:57:38 SE Asia Standard Time,2021-12-12,08:57:38,700,40818836,senggiaw,Tan Seng Giaw,,"Berjangkit-jangkit: dunia takut ombak besar varian Omicron Covid-19. Negara-negara mengambil langkah-langkah lebih ketat termasuk suntikan dos penggalak vaksin Covid-19. Malaysia, Singapura dan Thailand beringat-ingat.  https://t.co/OP2cjzDgJU",in,[],[],['https://pbs.twimg.com/media/FGXzxheUYAo_YiX.jpg'],0,0,0,[],[],https://twitter.com/Senggiaw/status/1469848888278274052,False,,1,https://pbs.twimg.com/media/FGXzxheUYAo_YiX.jpg,,,,,,,[],,,,,NEGATIVE,0.9884437918663025
28,1469848885703188482,1469389336814796800,2021-12-12 08:57:37 SE Asia Standard Time,2021-12-12,08:57:37,700,835502895059587072,dreiplatinum,Drei,,@ColinDMello The next covid variant after omicron will be the Mickey Mouse variant followed by the Snoopy variant. Pfizer and Moderna CEOs seeing the $$$ from miles away. This stopped being about covid a long time ago. Prepare for boosters for the rest of your life.,en,[],[],[],0,0,0,[],[],https://twitter.com/DreiPlatinum/status/1469848885703188482,False,,0,,,,,,,,"[{'screen_name': 'ColinDMello', 'name': ""Colin D'Mello CTVNews"", 'id': '19089339'}]",,,,,NEGATIVE,0.9973130822181702
29,1469848883039772672,1469832406387630080,2021-12-12 08:57:36 SE Asia Standard Time,2021-12-12,08:57:36,700,1351971712091435013,boomfanfic,🦋 E-Ming Target 🦋 // Boomchick,,(I'm hoping to rejoin for the next concert but UUUUGH OMICRON),en,[],[],[],0,0,0,[],[],https://twitter.com/BoomFanfic/status/1469848883039772672,False,,0,,,,,,,,[],,,,,NEGATIVE,0.9944319128990173
30,1469848876106633220,1469848876106633216,2021-12-12 08:57:35 SE Asia Standard Time,2021-12-12,08:57:35,700,1332941354586886144,wwwcurrentnews1,www.currentnewstv.com,,"Bangladesh returnee tests positive for COVID in Bengal, genome sequencing underway for Omicron variant  https://t.co/IKGnfezHle",en,[],['https://www.currentnewstv.in/2021/12/12/bangladesh-returnee-tests-positive-for-covid-in-bengal-genome-sequencing-underway-for-omicron-variant/'],[],0,0,0,[],[],https://twitter.com/wwwcurrentnews1/status/1469848876106633220,False,,0,,,,,,,,[],,,,,NEGATIVE,0.9944446682929993
31,1469848866103062530,1469848866103062528,2021-12-12 08:57:32 SE Asia Standard Time,2021-12-12,08:57:32,700,27613669,koopwines,Koop News,,"Despite Omicron, Socializing With Others in Public Is On The Uptick  https://t.co/FUBrlihu5C",en,[],['http://dlvr.it/SFC47n'],[],0,0,0,[],[],https://twitter.com/Koopwines/status/1469848866103062530,False,,0,,,,,,,,[],,,,,POSITIVE,0.9244056940078735
32,1469848833727344642,1469848833727344640,2021-12-12 08:57:25 SE Asia Standard Time,2021-12-12,08:57:25,700,1223569742364938240,newsgang2,news in,,"India to be among a few economies to rebound strongly, impact of Omicron to be less severe: Report –  https://t.co/WD4zBr5iUg  https://t.co/ZEUrKUPxCH",en,[],"['http://Moneycontrol.com', 'https://news.jobsvacancy.in/india/india-to-be-among-a-few-economies-to-rebound-strongly-impact-of-omicron-to-be-less-severe-report-moneycontrol-com/']",[],0,0,0,[],[],https://twitter.com/newsgang2/status/1469848833727344642,False,,0,,,,,,,,[],,,,,POSITIVE,0.9570310711860657
33,1469848826932609025,1469848826932609024,2021-12-12 08:57:23 SE Asia Standard Time,2021-12-12,08:57:23,700,710019756083040256,rixflyer,Elscotto,,Scientists fear falling trust in Boris Johnson could harm bid to curb Omicron surge  https://t.co/ljxHjCcfe7,en,[],['https://www.theguardian.com/world/2021/dec/12/scientists-fear-falling-trust-in-boris-johnson-could-harm-bid-to-curb-omicron-surge?CMP=Share_iOSApp_Other'],[],0,0,0,[],[],https://twitter.com/Rixflyer/status/1469848826932609025,False,,0,,,,,,,,[],,,,,NEGATIVE,0.9911360740661621
34,1469848826253094918,1469376576559230976,2021-12-12 08:57:23 SE Asia Standard Time,2021-12-12,08:57:23,700,1453574375341535232,odavi___,Davi Ferreira,,"@falameuanjo éeeh a pandemia ainda não acabou... omicron, lembram?",pt,[],[],[],0,0,0,[],[],https://twitter.com/oDavi___/status/1469848826253094918,False,,0,,,,,,,,"[{'screen_name': 'falameuanjo', 'name': 'tania tumulto', 'id': '1306019760'}]",,,,,NEGATIVE,0.9949493408203125
35,1469848825636421634,1469848825636421632,2021-12-12 08:57:23 SE Asia Standard Time,2021-12-12,08:57:23,700,27613669,koopwines,Koop News,,"British studies warn of Omicron’s speed, and one notes the need for boosters.  https://t.co/8qKLVqoQFS  https://t.co/utXi9DFART",en,[],['http://dlvr.it/SFC47Y'],['https://pbs.twimg.com/media/FGXzt70VIAEz5Az.jpg'],0,0,0,[],[],https://twitter.com/Koopwines/status/1469848825636421634,False,,1,https://pbs.twimg.com/media/FGXzt70VIAEz5Az.jpg,,,,,,,[],,,,,NEGATIVE,0.9894144535064697
36,1469848785526398984,1467485611028365312,2021-12-12 08:57:13 SE Asia Standard Time,2021-12-12,08:57:13,700,84347853,jopollee,Arturius Jopollee,,"@AllisonPearson @ancientscream Sadly, latest data from S Africa suggests natural immunity from Delta doesn't work well with Omicron. Part of the reason for all the fuss.",en,[],[],[],0,0,0,[],[],https://twitter.com/Jopollee/status/1469848785526398984,False,,0,,,,,,,,"[{'screen_name': 'AllisonPearson', 'name': 'Allison Pearson', 'id': '137413599'}, {'screen_name': 'ancientscream', 'name': 'ancientscream', 'id': '343341061'}]",,,,,NEGATIVE,0.9995953440666199
37,1469848770133344260,1467849943905816576,2021-12-12 08:57:09 SE Asia Standard Time,2021-12-12,08:57:09,700,575124312,andyaschmidt,Andy Schmidt,,"@LogicBomb111 @hjelle_brian Well if cases are declining, it shows that prior infection is preventing more omicron intentions than expected. Otherwise the math doesn't follow.",en,[],[],[],0,0,0,[],[],https://twitter.com/andyaschmidt/status/1469848770133344260,False,,0,,,,,,,,"[{'screen_name': 'LogicBomb111', 'name': 'TweetOfReason', 'id': '1323718612646006784'}, {'screen_name': 'hjelle_brian', 'name': 'Brian Hjelle, virologist', 'id': '2880447465'}]",,,,,NEGATIVE,0.9985100626945496
38,1469848768795324420,1469848768795324416,2021-12-12 08:57:09 SE Asia Standard Time,2021-12-12,08:57:09,700,754450453778272256,estefano_lopes,Dom Estéfano - Atividade Nacional🇧🇷 #Bolsonaro22,,"Das 7 pessoas que foram atacadas pelo Ômicron, todas eram vacinadas, então passaporte sanitário não impede, vacina não resolve. Sou contra passaporte sanitário!",pt,[],[],[],0,1,1,[],[],https://twitter.com/Estefano_lopes/status/1469848768795324420,False,,0,,,,,,,,[],,,,,NEGATIVE,0.9883427023887634
39,1469848768178704384,1469670237146603520,2021-12-12 08:57:09 SE Asia Standard Time,2021-12-12,08:57:09,700,716739516,birdandpeartree,marlyB,,@FourWinns298 MOH omitted one of our most vulnerable groups from covid19 booster shot priority list. Adults with developmental disabilities were on the highest priority list in phase 1. What happened? Why are they being abandoned with omicron on the rise?They deserve an explanation!@ONThealth  https://t.co/rlhA599id1,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/FGXzqVoXoAEH7qy.jpg'],0,0,0,[],[],https://twitter.com/birdandpeartree/status/1469848768178704384,False,,1,https://pbs.twimg.com/tweet_video_thumb/FGXzqVoXoAEH7qy.jpg,,,,,,,"[{'screen_name': 'FourWinns298', 'name': '𝓝𝓸𝓼𝓯𝓮𝓻𝓪𝓽𝓾', 'id': '2418253040'}]",,,,,NEGATIVE,0.9989036321640015
40,1469848764940791818,1469848764940791808,2021-12-12 08:57:08 SE Asia Standard Time,2021-12-12,08:57:08,700,1624171117,shocbomb23,Eric VT,,"Tuivasa just getting that natural immunity in check with the shoey,Omicron is afraid of catching some Tuivasa #ufotwitter",en,[],[],[],0,0,1,['ufotwitter'],[],https://twitter.com/shocbomb23/status/1469848764940791818,False,,0,,,,,,,,[],,,,,NEGATIVE,0.9980579018592834
41,1469848743604219906,1469712635708928000,2021-12-12 08:57:03 SE Asia Standard Time,2021-12-12,08:57:03,700,1404788400209731589,be335651783,be3,,@Clarksterh @cpoetzscher @zeynep What's the math here? I would think we're already well past the point where new omicron/day generated locally in US &gt; # reasonably likely to arrive via flights *from the restricted nations*. No?,en,[],[],[],0,0,0,[],[],https://twitter.com/be335651783/status/1469848743604219906,False,,0,,,,,,,,"[{'screen_name': 'Clarksterh', 'name': 'Clark H', 'id': '2344499917'}, {'screen_name': 'cpoetzscher', 'name': 'Cameron Poetzscher', 'id': '47955048'}, {'screen_name': 'zeynep', 'name': 'zeynep tufekci', 'id': '65375759'}]",,,,,NEGATIVE,0.9992094039916992
42,1469848718220353540,1469840788980908032,2021-12-12 08:56:57 SE Asia Standard Time,2021-12-12,08:56:57,700,1417876510413885444,wabdoteth,wab.eth | Seal Father,,"@insiliconot @Artaxzerxes I haven't fully researched the Omicron variant cos I've been busy recently, but I will say that these mutations would not have happened if people actually took the vaccine when they were supposed to to make the R rate tend to 0. Less opportunities for mutations to occur.",en,[],[],[],1,0,0,[],[],https://twitter.com/wabdoteth/status/1469848718220353540,False,,0,,,,,,,,"[{'screen_name': 'insiliconot', 'name': '𝕀𝕟𝕤𝕚𝕝𝕚𝕔𝕠 very poor and very stupid', 'id': '1368261032066621588'}, {'screen_name': 'Artaxzerxes', 'name': 'A', 'id': '1268006653296697345'}]",,,,,NEGATIVE,0.9990573525428772
43,1469848692312219663,1469848692312219648,2021-12-12 08:56:51 SE Asia Standard Time,2021-12-12,08:56:51,700,1416045649007632387,nillap6,Nilla,,"VOILA     Omicron: “Plus un variant devient contaminant, moins il devient virulent.” […] Aujourd’hui on constate une dangerosité extrêmement faible à la fois chez les gens vaccinés que chez les non vaccinés”   https://t.co/D1j5twXQdm",fr,[],['https://resistance-mondiale.com/omicron-plus-un-variant-devient-contaminant-moins-il-devient-virulent'],[],0,0,0,[],[],https://twitter.com/NillaP6/status/1469848692312219663,False,,0,,,,,,,,[],,,,,NEGATIVE,0.9812833666801453
44,1469848687614562306,1469848687614562304,2021-12-12 08:56:50 SE Asia Standard Time,2021-12-12,08:56:50,700,701826000313827328,petewriting,PedroRockWriter,,"Good Morning All: Last week of term. Flying to UK on Friday. I'm bricking it - all the bureaucracy and omicron particles.  Oh Well. Be kind - watch, like, subscribe, retweet....have a great day.   https://t.co/xyWuRT2PSd",en,[],['https://youtu.be/hHKTbbA4NFU'],[],0,1,0,[],[],https://twitter.com/PeteWriting/status/1469848687614562306,False,,0,,,,,,,,[],,,,,POSITIVE,0.5459784865379333
45,1469848680136163329,1469848680136163328,2021-12-12 08:56:48 SE Asia Standard Time,2021-12-12,08:56:48,700,150313465,coyoalou,Lousa,,El primer estudio del mundo real sobre cómo las vacunas se mantienen frente a la variante Omicron mostró una caída significativa en la protección contra los casos sintomáticos causados por la forma nueva y de rápida propagación del coronavirus.,es,[],[],[],0,0,0,[],[],https://twitter.com/CoyoaLou/status/1469848680136163329,False,https://twitter.com/nytimes/status/1469682151989862401,0,,,,,,,,[],,,,,NEGATIVE,0.9669963121414185
46,1469848671768354817,1469848671768354816,2021-12-12 08:56:46 SE Asia Standard Time,2021-12-12,08:56:46,700,1437569454800441344,sfosean_,Jack Reilly,,"Recently got my #BoosterShot The next day I felt sick all day (as I expected), though I am glad we have this protection available. The uncertainty surrounding what may come with the #Omicron variant warrants some anxiety. For my case, catching #COVID is particularly dangerous.",en,[],[],[],0,0,0,"['boostershot', 'omicron', 'covid']",[],https://twitter.com/sfosean_/status/1469848671768354817,False,,0,,,,,,,,[],,,,,NEGATIVE,0.9961649179458618
47,1469848666462728200,1469848666462728192,2021-12-12 08:56:45 SE Asia Standard Time,2021-12-12,08:56:45,700,44393435,ilovemysteelers,Covid Is Not Over 😷 Get Vaccinated💉#DeltaVariant,,2 cases of Omicron variant identified in Shelby County - It's unclear if those who are infected traveled anywhere recently and if they were hospitalized.  https://t.co/cmZcJ0zVha via @wbir,en,"[{'screen_name': 'wbir', 'name': 'wbir channel 10', 'id': '6892002'}]",['https://www.wbir.com/mobile/article/news/health/coronavirus/omicron-covid-variant-found-shelby-county-memphis-tennessee/522-6832c340-1ec1-473b-a31b-eb75571d8086'],[],0,0,0,[],[],https://twitter.com/ILoveMySteelers/status/1469848666462728200,False,,0,,,,,,,,[],,,,,NEGATIVE,0.9977874755859375
